"TIME","GEO","INDIC_EM","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2014","Italy","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","60.8",""
"2014","Italy","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","7.7",""
"2014","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","33",""
"2014","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","47.7",""
"2014","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","7.7",""
"2014","Latvia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","46",""
"2014","Latvia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","42.9",""
"2014","Latvia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.6",""
"2014","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","71",""
"2014","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","44.7",""
"2014","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.8",""
"2014","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","4",""
"2014","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","27.4",""
"2014","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.6",""
"2014","Hungary","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","163",""
"2014","Hungary","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","47.5",""
"2014","Hungary","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.7",""
"2014","Malta","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","5",""
"2014","Malta","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","46.9",""
"2014","Malta","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.7",""
"2014","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","258",""
"2014","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","39.2",""
"2014","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.9",""
"2014","Austria","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","67",""
"2014","Austria","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","27.2",""
"2014","Austria","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.5",""
"2014","Poland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","669",""
"2014","Poland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","42.7",""
"2014","Poland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.8",""
"2014","Portugal","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","433",""
"2014","Portugal","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","59.6",""
"2014","Portugal","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","8.4",""
"2014","Romania","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","258",""
"2014","Romania","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","41.1",""
"2014","Romania","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.8",""
"2014","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","53",""
"2014","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","54.5",""
"2014","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.3",""
"2014","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","252",""
"2014","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","70.2",""
"2014","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","9.3",""
"2014","Finland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","51",""
"2014","Finland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","22.1",""
"2014","Finland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.9",""
"2014","Sweden","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","75",""
"2014","Sweden","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","18.2",""
"2014","Sweden","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.4",""
"2014","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","714",""
"2014","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","35.8",""
"2014","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.2",""
"2014","Iceland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1",""
"2014","Iceland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","12.0",""
"2014","Iceland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","0.6",""
"2014","Norway","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","21",""
"2014","Norway","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","22.0",""
"2014","Norway","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","0.8",""
"2014","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","81",""
"2014","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","36.0",""
"2014","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.7",""
"2014","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","224",""
"2014","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","83.2",""
"2014","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","23.3",""
"2014","Turkey","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","583","b"
"2014","Turkey","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","20.5","b"
"2014","Turkey","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.0","b"
"2015","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","10 933",""
"2015","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","48.1",""
"2015","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.5",""
"2015","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","10 740",""
"2015","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","47.9",""
"2015","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.5",""
"2015","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","9 094",""
"2015","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","48.3",""
"2015","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.7",""
"2015","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","8 839",""
"2015","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","51.2",""
"2015","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.5",""
"2015","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","8 782",""
"2015","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","51.2",""
"2015","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.5",""
"2015","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","8 737",""
"2015","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","51.3",""
"2015","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.6",""
"2015","Belgium","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","218",""
"2015","Belgium","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","51.7",""
"2015","Belgium","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.4",""
"2015","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","187",""
"2015","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","61.2",""
"2015","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.6",""
"2015","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","127",""
"2015","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","47.3",""
"2015","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.4",""
"2015","Denmark","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","49",""
"2015","Denmark","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","26.9",""
"2015","Denmark","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.7",""
"2015","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","851",""
"2015","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","43.6",""
"2015","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.0",""
"2015","Estonia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","16",""
"2015","Estonia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","38.3",""
"2015","Estonia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.4",""
"2015","Ireland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","114",""
"2015","Ireland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","56.2",""
"2015","Ireland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.3",""
"2015","Greece","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","875",""
"2015","Greece","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","73.1",""
"2015","Greece","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","18.2",""
"2015","Spain","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","2 609",""
"2015","Spain","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","51.6",""
"2015","Spain","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","11.4",""
"2015","France","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 343",""
"2015","France","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","44.0",""
"2015","France","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.6",""
"2015","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 229",""
"2015","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","42.6",""
"2015","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.3",""
"2015","Croatia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","193",""
"2015","Croatia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","63.1",""
"2015","Croatia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","10.2",""
"2015","Italy","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 762",""
"2015","Italy","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","58.1",""
"2015","Italy","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.9",""
"2015","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","29",""
"2015","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","45.6",""
"2015","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.8",""
"2015","Latvia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","44",""
"2015","Latvia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","45.3",""
"2015","Latvia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.5",""
"2015","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","57",""
"2015","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","42.9",""
"2015","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.9",""
"2015","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","5","b"
"2015","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","28.4","b"
"2015","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.9","b"
"2015","Hungary","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","140",""
"2015","Hungary","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","45.6",""
"2015","Hungary","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.1",""
"2015","Malta","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","5",""
"2015","Malta","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","43.6",""
"2015","Malta","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.4",""
"2015","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","264",""
"2015","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","42.9",""
"2015","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.0",""
"2015","Austria","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","74",""
"2015","Austria","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","29.2",""
"2015","Austria","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.7",""
"2015","Poland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","512",""
"2015","Poland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","39.3",""
"2015","Poland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.0",""
"2015","Portugal","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","371",""
"2015","Portugal","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","57.4",""
"2015","Portugal","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","7.2",""
"2015","Romania","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","274",""
"2015","Romania","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","43.9",""
"2015","Romania","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.0",""
"2015","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","47",""
"2015","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","52.3",""
"2015","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.7",""
"2015","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","207",""
"2015","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","65.8",""
"2015","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","7.6",""
"2015","Finland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","61",""
"2015","Finland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","24.4",""
"2015","Finland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.3",""
"2015","Sweden","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","76",""
"2015","Sweden","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","19.6",""
"2015","Sweden","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.5",""
"2015","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","536",""
"2015","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","30.7",""
"2015","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.6",""
"2015","Iceland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1",""
"2015","Iceland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","12.4",""
"2015","Iceland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","0.5",""
"2015","Norway","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","26",""
"2015","Norway","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","22.3",""
"2015","Norway","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.0",""
"2015","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","84",""
"2015","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","36.7",""
"2015","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.8",""
"2015","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","203",""
"2015","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","81.6",""
"2015","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","21.3",""
"2015","Turkey","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","637",""
"2015","Turkey","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","21.0",""
"2015","Turkey","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.2",""
"2016","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","9 636",""
"2016","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","46.4",""
"2016","European Union (28 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.0",""
"2016","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","9 515",""
"2016","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","46.4",""
"2016","European Union (27 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.9",""
"2016","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","8 204",""
"2016","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","46.7",""
"2016","European Union (15 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.2",""
"2016","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","7 991",""
"2016","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","49.7",""
"2016","Euro area (19 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.0",""
"2016","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","7 946",""
"2016","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","49.8",""
"2016","Euro area (18 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.0",""
"2016","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","7 907",""
"2016","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","49.8",""
"2016","Euro area (17 countries)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.0",""
"2016","Belgium","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","201",""
"2016","Belgium","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","51.6",""
"2016","Belgium","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.0",""
"2016","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","146",""
"2016","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","59.1",""
"2016","Bulgaria","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.5",""
"2016","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","89",""
"2016","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","42.1",""
"2016","Czech Republic","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.7",""
"2016","Denmark","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","42","b"
"2016","Denmark","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","22.3","b"
"2016","Denmark","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.4","b"
"2016","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","723",""
"2016","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","40.8",""
"2016","Germany (until 1990 former territory of the FRG)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.7",""
"2016","Estonia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","15",""
"2016","Estonia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","31.6",""
"2016","Estonia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.1",""
"2016","Ireland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","92",""
"2016","Ireland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","53.2",""
"2016","Ireland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.2",""
"2016","Greece","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","814",""
"2016","Greece","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","72.0",""
"2016","Greece","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","17.0",""
"2016","Spain","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","2 167",""
"2016","Spain","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","48.4",""
"2016","Spain","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","9.5",""
"2016","France","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 349",""
"2016","France","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","45.4",""
"2016","France","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.6",""
"2016","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 242",""
"2016","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","44.2",""
"2016","France (metropolitan)","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.3",""
"2016","Croatia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","121",""
"2016","Croatia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","50.7",""
"2016","Croatia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.6",""
"2016","Italy","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","1 728",""
"2016","Italy","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","57.4",""
"2016","Italy","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.7",""
"2016","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","24",""
"2016","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","44.4",""
"2016","Cyprus","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.8",""
"2016","Latvia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","40",""
"2016","Latvia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","41.4",""
"2016","Latvia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.0",""
"2016","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","45",""
"2016","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","38.3",""
"2016","Lithuania","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.0",""
"2016","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","6",""
"2016","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","34.8",""
"2016","Luxembourg","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.2",""
"2016","Hungary","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","109",""
"2016","Hungary","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","46.5",""
"2016","Hungary","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.4",""
"2016","Malta","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","4",""
"2016","Malta","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","40.9",""
"2016","Malta","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.9",""
"2016","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","223",""
"2016","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","41.5",""
"2016","Netherlands","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.5",""
"2016","Austria","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","87",""
"2016","Austria","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","32.3",""
"2016","Austria","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.9",""
"2016","Poland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","372",""
"2016","Poland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","35.0",""
"2016","Poland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.2",""
"2016","Portugal","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","317",""
"2016","Portugal","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","55.4",""
"2016","Portugal","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","6.2",""
"2016","Romania","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","265",""
"2016","Romania","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","50.0",""
"2016","Romania","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","3.0",""
"2016","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","42",""
"2016","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","53.3",""
"2016","Slovenia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","4.3",""
"2016","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","160",""
"2016","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","60.2",""
"2016","Slovakia","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","5.8",""
"2016","Finland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","61",""
"2016","Finland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","25.7",""
"2016","Finland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","2.3",""
"2016","Sweden","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","68",""
"2016","Sweden","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","18.3",""
"2016","Sweden","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.3",""
"2016","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","434",""
"2016","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","27.1",""
"2016","United Kingdom","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.3",""
"2016","Iceland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons",":","u"
"2016","Iceland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment",":","u"
"2016","Iceland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population",":","u"
"2016","Norway","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","33",""
"2016","Norway","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","25.7",""
"2016","Norway","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.2",""
"2016","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","86",""
"2016","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","35.9",""
"2016","Switzerland","Long-term unemployment","From 15 to 74 years","Total","Percentage of active population","1.8",""
"2016","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Thousand persons","181",""
"2016","Former Yugoslav Republic of Macedonia, the","Long-term unemployment","From 15 to 74 years","Total","Percentage of unemployment","80.4",""
